Series ID,Year,Period,Value,Description
LNS13000000,1957,5,2710,Unemployed
LNS13000000,1957,6,2856,Unemployed
LNS13000000,1957,7,2796,Unemployed
LNS13000000,1957,8,2747,Unemployed
LNS13000000,1957,10,2943,Unemployed
LNS13000000,1957,10,3020,Unemployed
LNS13000000,1957,11,3454,Unemployed
LNS13000000,1957,12,3476,Unemployed
LNS13000000,1958,1,3875,Unemployed
LNS13000000,1958,2,4303,Unemployed
LNS13000000,1958,3,4492,Unemployed
LNS13000000,1958,4,5016,Unemployed
LNS13000000,1958,5,5021,Unemployed
LNS13000000,1958,6,4944,Unemployed
LNS13000000,1958,7,5079,Unemployed
LNS13000000,1958,8,5025,Unemployed
LNS13000000,1958,10,4821,Unemployed
LNS13000000,1958,10,4570,Unemployed
LNS13000000,1958,11,4188,Unemployed
LNS13000000,1958,12,4191,Unemployed
LNS13000000,1959,1,4068,Unemployed
LNS13000000,1959,2,3965,Unemployed
LNS13000000,1959,3,3801,Unemployed
LNS13000000,1959,4,3571,Unemployed
LNS13000000,1959,5,3479,Unemployed
LNS13000000,1959,6,3429,Unemployed
LNS13000000,1959,7,3528,Unemployed
LNS13000000,1959,8,3588,Unemployed
LNS13000000,1959,10,3775,Unemployed
LNS13000000,1959,10,3910,Unemployed
LNS13000000,1959,11,4003,Unemployed
LNS13000000,1959,12,3653,Unemployed
LNS13000000,1960,1,3615,Unemployed
LNS13000000,1960,2,3329,Unemployed
LNS13000000,1960,3,3726,Unemployed
LNS13000000,1960,4,3620,Unemployed
LNS13000000,1960,5,3569,Unemployed
LNS13000000,1960,6,3766,Unemployed
LNS13000000,1960,7,3836,Unemployed
LNS13000000,1960,8,3946,Unemployed
LNS13000000,1960,10,3884,Unemployed
LNS13000000,1960,10,4252,Unemployed
LNS13000000,1960,11,4330,Unemployed
LNS13000000,1960,12,4617,Unemployed
LNS13000000,1961,1,4671,Unemployed
LNS13000000,1961,2,4832,Unemployed
LNS13000000,1961,3,4853,Unemployed
LNS13000000,1961,4,4893,Unemployed
LNS13000000,1961,5,5003,Unemployed
LNS13000000,1961,6,4885,Unemployed
LNS13000000,1961,7,4928,Unemployed
LNS13000000,1961,8,4682,Unemployed
LNS13000000,1961,10,4676,Unemployed
LNS13000000,1961,10,4573,Unemployed
LNS13000000,1961,11,4295,Unemployed
LNS13000000,1961,12,4177,Unemployed
LNS13000000,1962,1,4081,Unemployed
LNS13000000,1962,2,3871,Unemployed
LNS13000000,1962,3,3921,Unemployed
LNS13000000,1962,4,3906,Unemployed
LNS13000000,1962,5,3863,Unemployed
LNS13000000,1962,6,3844,Unemployed
LNS13000000,1962,7,3819,Unemployed
LNS13000000,1962,8,4013,Unemployed
LNS13000000,1962,10,3961,Unemployed
LNS13000000,1962,10,3803,Unemployed
LNS13000000,1962,11,4024,Unemployed
LNS13000000,1962,12,3907,Unemployed
LNS13000000,1963,1,4074,Unemployed
LNS13000000,1963,2,4238,Unemployed
LNS13000000,1963,3,4072,Unemployed
LNS13000000,1963,4,4055,Unemployed
LNS13000000,1963,5,4217,Unemployed
LNS13000000,1963,6,3977,Unemployed
LNS13000000,1963,7,4051,Unemployed
LNS13000000,1963,8,3878,Unemployed
LNS13000000,1963,10,3957,Unemployed
LNS13000000,1963,10,3987,Unemployed
LNS13000000,1963,11,4151,Unemployed
LNS13000000,1963,12,3975,Unemployed
LNS13000000,1964,1,4029,Unemployed
LNS13000000,1964,2,3932,Unemployed
LNS13000000,1964,3,3950,Unemployed
LNS13000000,1964,4,3918,Unemployed
LNS13000000,1964,5,3764,Unemployed
LNS13000000,1964,6,3814,Unemployed
LNS13000000,1964,7,3608,Unemployed
LNS13000000,1964,8,3655,Unemployed
LNS13000000,1964,10,3712,Unemployed
LNS13000000,1964,10,3726,Unemployed
LNS13000000,1964,11,3551,Unemployed
LNS13000000,1964,12,3651,Unemployed
LNS13000000,1965,1,3572,Unemployed
LNS13000000,1965,2,3730,Unemployed
LNS13000000,1965,3,3510,Unemployed
LNS13000000,1965,4,3595,Unemployed
LNS13000000,1965,5,3432,Unemployed
LNS13000000,1965,6,3387,Unemployed
LNS13000000,1965,7,3301,Unemployed
LNS13000000,1965,8,3254,Unemployed
LNS13000000,1965,10,3216,Unemployed
LNS13000000,1965,10,3143,Unemployed
LNS13000000,1965,11,3073,Unemployed
LNS13000000,1965,12,3031,Unemployed
LNS13000000,1966,1,2988,Unemployed
LNS13000000,1966,2,2820,Unemployed
LNS13000000,1966,3,2887,Unemployed
LNS13000000,1966,4,2828,Unemployed
LNS13000000,1966,5,2950,Unemployed
LNS13000000,1966,6,2872,Unemployed
LNS13000000,1966,7,2876,Unemployed
LNS13000000,1966,8,2900,Unemployed
LNS13000000,1966,10,2798,Unemployed
LNS13000000,1966,10,2798,Unemployed
LNS13000000,1966,11,2770,Unemployed
LNS13000000,1966,12,2912,Unemployed
LNS13000000,1967,1,2968,Unemployed
LNS13000000,1967,2,2915,Unemployed
LNS13000000,1967,3,2889,Unemployed
LNS13000000,1967,4,2895,Unemployed
LNS13000000,1967,5,2929,Unemployed
LNS13000000,1967,6,2992,Unemployed
LNS13000000,1967,7,2944,Unemployed
LNS13000000,1967,8,2945,Unemployed
LNS13000000,1967,10,2958,Unemployed
LNS13000000,1967,10,3143,Unemployed
LNS13000000,1967,11,3066,Unemployed
LNS13000000,1967,12,3018,Unemployed
LNS13000000,1968,1,2878,Unemployed
LNS13000000,1968,2,3001,Unemployed
LNS13000000,1968,3,2877,Unemployed
LNS13000000,1968,4,2709,Unemployed
LNS13000000,1968,5,2740,Unemployed
LNS13000000,1968,6,2938,Unemployed
LNS13000000,1968,7,2883,Unemployed
LNS13000000,1968,8,2768,Unemployed
LNS13000000,1968,10,2686,Unemployed
LNS13000000,1968,10,2689,Unemployed
LNS13000000,1968,11,2715,Unemployed
LNS13000000,1968,12,2685,Unemployed
LNS13000000,1969,1,2718,Unemployed
LNS13000000,1969,2,2692,Unemployed
LNS13000000,1969,3,2712,Unemployed
LNS13000000,1969,4,2758,Unemployed
LNS13000000,1969,5,2713,Unemployed
LNS13000000,1969,6,2816,Unemployed
LNS13000000,1969,7,2868,Unemployed
LNS13000000,1969,8,2856,Unemployed
LNS13000000,1969,10,3040,Unemployed
LNS13000000,1969,10,3049,Unemployed
LNS13000000,1969,11,2856,Unemployed
LNS13000000,1969,12,2884,Unemployed
LNS13000000,1970,1,3201,Unemployed
LNS13000000,1970,2,3453,Unemployed
LNS13000000,1970,3,3635,Unemployed
LNS13000000,1970,4,3797,Unemployed
LNS13000000,1970,5,3919,Unemployed
LNS13000000,1970,6,4071,Unemployed
LNS13000000,1970,7,4175,Unemployed
LNS13000000,1970,8,4256,Unemployed
LNS13000000,1970,10,4456,Unemployed
LNS13000000,1970,10,4591,Unemployed
LNS13000000,1970,11,4898,Unemployed
LNS13000000,1970,12,5076,Unemployed
LNS13000000,1971,1,4986,Unemployed
LNS13000000,1971,2,4903,Unemployed
LNS13000000,1971,3,4987,Unemployed
LNS13000000,1971,4,4959,Unemployed
LNS13000000,1971,5,4996,Unemployed
LNS13000000,1971,6,4949,Unemployed
LNS13000000,1971,7,5035,Unemployed
LNS13000000,1971,8,5134,Unemployed
LNS13000000,1971,10,5042,Unemployed
LNS13000000,1971,10,4954,Unemployed
LNS13000000,1971,11,5161,Unemployed
LNS13000000,1971,12,5154,Unemployed
LNS13000000,1972,1,5019,Unemployed
LNS13000000,1972,2,4928,Unemployed
LNS13000000,1972,3,5038,Unemployed
LNS13000000,1972,4,4959,Unemployed
LNS13000000,1972,5,4922,Unemployed
LNS13000000,1972,6,4923,Unemployed
LNS13000000,1972,7,4913,Unemployed
LNS13000000,1972,8,4939,Unemployed
LNS13000000,1972,10,4849,Unemployed
LNS13000000,1972,10,4875,Unemployed
LNS13000000,1972,11,4602,Unemployed
LNS13000000,1972,12,4543,Unemployed
LNS13000000,1973,1,4326,Unemployed
LNS13000000,1973,2,4452,Unemployed
LNS13000000,1973,3,4394,Unemployed
LNS13000000,1973,4,4459,Unemployed
LNS13000000,1973,5,4329,Unemployed
LNS13000000,1973,6,4363,Unemployed
LNS13000000,1973,7,4305,Unemployed
LNS13000000,1973,8,4305,Unemployed
LNS13000000,1973,10,4350,Unemployed
LNS13000000,1973,10,4144,Unemployed
LNS13000000,1973,11,4396,Unemployed
LNS13000000,1973,12,4489,Unemployed
LNS13000000,1974,1,4644,Unemployed
LNS13000000,1974,2,4731,Unemployed
LNS13000000,1974,3,4634,Unemployed
LNS13000000,1974,4,4618,Unemployed
LNS13000000,1974,5,4705,Unemployed
LNS13000000,1974,6,4927,Unemployed
LNS13000000,1974,7,5063,Unemployed
LNS13000000,1974,8,5022,Unemployed
LNS13000000,1974,10,5437,Unemployed
LNS13000000,1974,10,5523,Unemployed
LNS13000000,1974,11,6140,Unemployed
LNS13000000,1974,12,6636,Unemployed
LNS13000000,1975,1,7501,Unemployed
LNS13000000,1975,2,7520,Unemployed
LNS13000000,1975,3,7978,Unemployed
LNS13000000,1975,4,8210,Unemployed
LNS13000000,1975,5,8433,Unemployed
LNS13000000,1975,6,8220,Unemployed
LNS13000000,1975,7,8127,Unemployed
LNS13000000,1975,8,7928,Unemployed
LNS13000000,1975,10,7923,Unemployed
LNS13000000,1975,10,7897,Unemployed
LNS13000000,1975,11,7794,Unemployed
LNS13000000,1975,12,7744,Unemployed
LNS13000000,1976,1,7534,Unemployed
LNS13000000,1976,2,7326,Unemployed
LNS13000000,1976,3,7230,Unemployed
LNS13000000,1976,4,7330,Unemployed
LNS13000000,1976,5,7053,Unemployed
LNS13000000,1976,6,7322,Unemployed
LNS13000000,1976,7,7490,Unemployed
LNS13000000,1976,8,7518,Unemployed
LNS13000000,1976,10,7380,Unemployed
LNS13000000,1976,10,7430,Unemployed
LNS13000000,1976,11,7620,Unemployed
LNS13000000,1976,12,7545,Unemployed
LNS13000000,1977,1,7280,Unemployed
LNS13000000,1977,2,7443,Unemployed
LNS13000000,1977,3,7307,Unemployed
LNS13000000,1977,4,7059,Unemployed
LNS13000000,1977,5,6911,Unemployed
LNS13000000,1977,6,7134,Unemployed
LNS13000000,1977,7,6829,Unemployed
LNS13000000,1977,8,6925,Unemployed
LNS13000000,1977,10,6751,Unemployed
LNS13000000,1977,10,6763,Unemployed
LNS13000000,1977,11,6815,Unemployed
LNS13000000,1977,12,6386,Unemployed
LNS13000000,1978,1,6489,Unemployed
LNS13000000,1978,2,6318,Unemployed
LNS13000000,1978,3,6337,Unemployed
LNS13000000,1978,4,6180,Unemployed
LNS13000000,1978,5,6127,Unemployed
LNS13000000,1978,6,6028,Unemployed
LNS13000000,1978,7,6309,Unemployed
LNS13000000,1978,8,6080,Unemployed
LNS13000000,1978,10,6125,Unemployed
LNS13000000,1978,10,5947,Unemployed
LNS13000000,1978,11,6077,Unemployed
LNS13000000,1978,12,6228,Unemployed
LNS13000000,1979,1,6109,Unemployed
LNS13000000,1979,2,6173,Unemployed
LNS13000000,1979,3,6109,Unemployed
LNS13000000,1979,4,6069,Unemployed
LNS13000000,1979,5,5840,Unemployed
LNS13000000,1979,6,5959,Unemployed
LNS13000000,1979,7,5996,Unemployed
LNS13000000,1979,8,6320,Unemployed
LNS13000000,1979,10,6190,Unemployed
LNS13000000,1979,10,6296,Unemployed
LNS13000000,1979,11,6238,Unemployed
LNS13000000,1979,12,6325,Unemployed
LNS13000000,1980,1,6683,Unemployed
LNS13000000,1980,2,6702,Unemployed
LNS13000000,1980,3,6729,Unemployed
LNS13000000,1980,4,7358,Unemployed
LNS13000000,1980,5,7984,Unemployed
LNS13000000,1980,6,8098,Unemployed
LNS13000000,1980,7,8363,Unemployed
LNS13000000,1980,8,8281,Unemployed
LNS13000000,1980,10,8021,Unemployed
LNS13000000,1980,10,8088,Unemployed
LNS13000000,1980,11,8023,Unemployed
LNS13000000,1980,12,7718,Unemployed
LNS13000000,1981,1,8071,Unemployed
LNS13000000,1981,2,8051,Unemployed
LNS13000000,1981,3,7982,Unemployed
LNS13000000,1981,4,7869,Unemployed
LNS13000000,1981,5,8174,Unemployed
LNS13000000,1981,6,8098,Unemployed
LNS13000000,1981,7,7863,Unemployed
LNS13000000,1981,8,8036,Unemployed
LNS13000000,1981,10,8230,Unemployed
LNS13000000,1981,10,8646,Unemployed
LNS13000000,1981,11,9029,Unemployed
LNS13000000,1981,12,9267,Unemployed
LNS13000000,1982,1,9397,Unemployed
LNS13000000,1982,2,9705,Unemployed
LNS13000000,1982,3,9895,Unemployed
LNS13000000,1982,4,10244,Unemployed
LNS13000000,1982,5,10335,Unemployed
LNS13000000,1982,6,10538,Unemployed
LNS13000000,1982,7,10849,Unemployed
LNS13000000,1982,8,10881,Unemployed
LNS13000000,1982,10,11217,Unemployed
LNS13000000,1982,10,11529,Unemployed
LNS13000000,1982,11,11938,Unemployed
LNS13000000,1982,12,12051,Unemployed
LNS13000000,1983,1,11534,Unemployed
LNS13000000,1983,2,11545,Unemployed
LNS13000000,1983,3,11408,Unemployed
LNS13000000,1983,4,11268,Unemployed
LNS13000000,1983,5,11154,Unemployed
LNS13000000,1983,6,11246,Unemployed
LNS13000000,1983,7,10548,Unemployed
LNS13000000,1983,8,10623,Unemployed
LNS13000000,1983,10,10282,Unemployed
LNS13000000,1983,10,9887,Unemployed
LNS13000000,1983,11,9499,Unemployed
LNS13000000,1983,12,9331,Unemployed
LNS13000000,1984,1,9008,Unemployed
LNS13000000,1984,2,8791,Unemployed
LNS13000000,1984,3,8746,Unemployed
LNS13000000,1984,4,8762,Unemployed
LNS13000000,1984,5,8456,Unemployed
LNS13000000,1984,6,8226,Unemployed
LNS13000000,1984,7,8537,Unemployed
LNS13000000,1984,8,8519,Unemployed
LNS13000000,1984,10,8367,Unemployed
LNS13000000,1984,10,8381,Unemployed
LNS13000000,1984,11,8198,Unemployed
LNS13000000,1984,12,8358,Unemployed
LNS13000000,1985,1,8423,Unemployed
LNS13000000,1985,2,8321,Unemployed
LNS13000000,1985,3,8339,Unemployed
LNS13000000,1985,4,8395,Unemployed
LNS13000000,1985,5,8302,Unemployed
LNS13000000,1985,6,8460,Unemployed
LNS13000000,1985,7,8513,Unemployed
LNS13000000,1985,8,8196,Unemployed
LNS13000000,1985,10,8248,Unemployed
LNS13000000,1985,10,8298,Unemployed
LNS13000000,1985,11,8128,Unemployed
LNS13000000,1985,12,8138,Unemployed
LNS13000000,1986,1,7795,Unemployed
LNS13000000,1986,2,8402,Unemployed
LNS13000000,1986,3,8383,Unemployed
LNS13000000,1986,4,8364,Unemployed
LNS13000000,1986,5,8439,Unemployed
LNS13000000,1986,6,8508,Unemployed
LNS13000000,1986,7,8319,Unemployed
LNS13000000,1986,8,8135,Unemployed
LNS13000000,1986,10,8310,Unemployed
LNS13000000,1986,10,8243,Unemployed
LNS13000000,1986,11,8159,Unemployed
LNS13000000,1986,12,7883,Unemployed
LNS13000000,1987,1,7892,Unemployed
LNS13000000,1987,2,7865,Unemployed
LNS13000000,1987,3,7862,Unemployed
LNS13000000,1987,4,7542,Unemployed
LNS13000000,1987,5,7574,Unemployed
LNS13000000,1987,6,7398,Unemployed
LNS13000000,1987,7,7268,Unemployed
LNS13000000,1987,8,7261,Unemployed
LNS13000000,1987,10,7102,Unemployed
LNS13000000,1987,10,7227,Unemployed
LNS13000000,1987,11,7035,Unemployed
LNS13000000,1987,12,6936,Unemployed
LNS13000000,1988,1,6953,Unemployed
LNS13000000,1988,2,6929,Unemployed
LNS13000000,1988,3,6876,Unemployed
LNS13000000,1988,4,6601,Unemployed
LNS13000000,1988,5,6779,Unemployed
LNS13000000,1988,6,6546,Unemployed
LNS13000000,1988,7,6605,Unemployed
LNS13000000,1988,8,6843,Unemployed
LNS13000000,1988,10,6604,Unemployed
LNS13000000,1988,10,6568,Unemployed
LNS13000000,1988,11,6537,Unemployed
LNS13000000,1988,12,6518,Unemployed
LNS13000000,1989,1,6682,Unemployed
LNS13000000,1989,2,6359,Unemployed
LNS13000000,1989,3,6205,Unemployed
LNS13000000,1989,4,6468,Unemployed
LNS13000000,1989,5,6375,Unemployed
LNS13000000,1989,6,6577,Unemployed
LNS13000000,1989,7,6495,Unemployed
LNS13000000,1989,8,6511,Unemployed
LNS13000000,1989,10,6590,Unemployed
LNS13000000,1989,10,6630,Unemployed
LNS13000000,1989,11,6725,Unemployed
LNS13000000,1989,12,6667,Unemployed
LNS13000000,1990,1,6752,Unemployed
LNS13000000,1990,2,6651,Unemployed
LNS13000000,1990,3,6598,Unemployed
LNS13000000,1990,4,6797,Unemployed
LNS13000000,1990,5,6742,Unemployed
LNS13000000,1990,6,6590,Unemployed
LNS13000000,1990,7,6922,Unemployed
LNS13000000,1990,8,7188,Unemployed
LNS13000000,1990,10,7368,Unemployed
LNS13000000,1990,10,7459,Unemployed
LNS13000000,1990,11,7764,Unemployed
LNS13000000,1990,12,7901,Unemployed
LNS13000000,1991,1,8015,Unemployed
LNS13000000,1991,2,8265,Unemployed
LNS13000000,1991,3,8586,Unemployed
LNS13000000,1991,4,8439,Unemployed
LNS13000000,1991,5,8736,Unemployed
LNS13000000,1991,6,8692,Unemployed
LNS13000000,1991,7,8586,Unemployed
LNS13000000,1991,8,8666,Unemployed
LNS13000000,1991,10,8722,Unemployed
LNS13000000,1991,10,8842,Unemployed
LNS13000000,1991,11,8931,Unemployed
LNS13000000,1991,12,9198,Unemployed
LNS13000000,1992,1,9283,Unemployed
LNS13000000,1992,2,9454,Unemployed
LNS13000000,1992,3,9460,Unemployed
LNS13000000,1992,4,9415,Unemployed
LNS13000000,1992,5,9744,Unemployed
LNS13000000,1992,6,10040,Unemployed
LNS13000000,1992,7,9850,Unemployed
LNS13000000,1992,8,9787,Unemployed
LNS13000000,1992,10,9781,Unemployed
LNS13000000,1992,10,9398,Unemployed
LNS13000000,1992,11,9565,Unemployed
LNS13000000,1992,12,9557,Unemployed
LNS13000000,1993,1,9325,Unemployed
LNS13000000,1993,2,9183,Unemployed
LNS13000000,1993,3,9056,Unemployed
LNS13000000,1993,4,9110,Unemployed
LNS13000000,1993,5,9149,Unemployed
LNS13000000,1993,6,9121,Unemployed
LNS13000000,1993,7,8930,Unemployed
LNS13000000,1993,8,8763,Unemployed
LNS13000000,1993,10,8714,Unemployed
LNS13000000,1993,10,8750,Unemployed
LNS13000000,1993,11,8542,Unemployed
LNS13000000,1993,12,8477,Unemployed
LNS13000000,1994,1,8630,Unemployed
LNS13000000,1994,2,8583,Unemployed
LNS13000000,1994,3,8470,Unemployed
LNS13000000,1994,4,8331,Unemployed
LNS13000000,1994,5,7915,Unemployed
LNS13000000,1994,6,7927,Unemployed
LNS13000000,1994,7,7946,Unemployed
LNS13000000,1994,8,7933,Unemployed
LNS13000000,1994,10,7734,Unemployed
LNS13000000,1994,10,7632,Unemployed
LNS13000000,1994,11,7375,Unemployed
LNS13000000,1994,12,7230,Unemployed
LNS13000000,1995,1,7375,Unemployed
LNS13000000,1995,2,7187,Unemployed
LNS13000000,1995,3,7153,Unemployed
LNS13000000,1995,4,7645,Unemployed
LNS13000000,1995,5,7430,Unemployed
LNS13000000,1995,6,7427,Unemployed
LNS13000000,1995,7,7527,Unemployed
LNS13000000,1995,8,7484,Unemployed
LNS13000000,1995,10,7478,Unemployed
LNS13000000,1995,10,7328,Unemployed
LNS13000000,1995,11,7426,Unemployed
LNS13000000,1995,12,7423,Unemployed
LNS13000000,1996,1,7491,Unemployed
LNS13000000,1996,2,7313,Unemployed
LNS13000000,1996,3,7318,Unemployed
LNS13000000,1996,4,7415,Unemployed
LNS13000000,1996,5,7423,Unemployed
LNS13000000,1996,6,7095,Unemployed
LNS13000000,1996,7,7337,Unemployed
LNS13000000,1996,8,6882,Unemployed
LNS13000000,1996,10,6979,Unemployed
LNS13000000,1996,10,7031,Unemployed
LNS13000000,1996,11,7236,Unemployed
LNS13000000,1996,12,7253,Unemployed
LNS13000000,1997,1,7158,Unemployed
LNS13000000,1997,2,7102,Unemployed
LNS13000000,1997,3,7000,Unemployed
LNS13000000,1997,4,6873,Unemployed
LNS13000000,1997,5,6655,Unemployed
LNS13000000,1997,6,6799,Unemployed
LNS13000000,1997,7,6655,Unemployed
LNS13000000,1997,8,6608,Unemployed
LNS13000000,1997,10,6656,Unemployed
LNS13000000,1997,10,6454,Unemployed
LNS13000000,1997,11,6308,Unemployed
LNS13000000,1997,12,6476,Unemployed
LNS13000000,1998,1,6368,Unemployed
LNS13000000,1998,2,6306,Unemployed
LNS13000000,1998,3,6422,Unemployed
LNS13000000,1998,4,5941,Unemployed
LNS13000000,1998,5,6047,Unemployed
LNS13000000,1998,6,6212,Unemployed
LNS13000000,1998,7,6259,Unemployed
LNS13000000,1998,8,6179,Unemployed
LNS13000000,1998,10,6300,Unemployed
LNS13000000,1998,10,6280,Unemployed
LNS13000000,1998,11,6100,Unemployed
LNS13000000,1998,12,6032,Unemployed
LNS13000000,1999,1,5976,Unemployed
LNS13000000,1999,2,6111,Unemployed
LNS13000000,1999,3,5783,Unemployed
LNS13000000,1999,4,6004,Unemployed
LNS13000000,1999,5,5796,Unemployed
LNS13000000,1999,6,5951,Unemployed
LNS13000000,1999,7,6025,Unemployed
LNS13000000,1999,8,5838,Unemployed
LNS13000000,1999,10,5915,Unemployed
LNS13000000,1999,10,5778,Unemployed
LNS13000000,1999,11,5716,Unemployed
LNS13000000,1999,12,5653,Unemployed
LNS13000000,2000,1,5708,Unemployed
LNS13000000,2000,2,5858,Unemployed
LNS13000000,2000,3,5733,Unemployed
LNS13000000,2000,4,5481,Unemployed
LNS13000000,2000,5,5758,Unemployed
LNS13000000,2000,6,5651,Unemployed
LNS13000000,2000,7,5747,Unemployed
LNS13000000,2000,8,5853,Unemployed
LNS13000000,2000,10,5625,Unemployed
LNS13000000,2000,10,5534,Unemployed
LNS13000000,2000,11,5639,Unemployed
LNS13000000,2000,12,5634,Unemployed
LNS13000000,2001,1,6023,Unemployed
LNS13000000,2001,2,6089,Unemployed
LNS13000000,2001,3,6141,Unemployed
LNS13000000,2001,4,6271,Unemployed
LNS13000000,2001,5,6226,Unemployed
LNS13000000,2001,6,6484,Unemployed
LNS13000000,2001,7,6583,Unemployed
LNS13000000,2001,8,7042,Unemployed
LNS13000000,2001,10,7142,Unemployed
LNS13000000,2001,10,7694,Unemployed
LNS13000000,2001,11,8003,Unemployed
LNS13000000,2001,12,8258,Unemployed
LNS13000000,2002,1,8182,Unemployed
LNS13000000,2002,2,8215,Unemployed
LNS13000000,2002,3,8304,Unemployed
LNS13000000,2002,4,8599,Unemployed
LNS13000000,2002,5,8399,Unemployed
LNS13000000,2002,6,8393,Unemployed
LNS13000000,2002,7,8390,Unemployed
LNS13000000,2002,8,8304,Unemployed
LNS13000000,2002,10,8251,Unemployed
LNS13000000,2002,10,8307,Unemployed
LNS13000000,2002,11,8520,Unemployed
LNS13000000,2002,12,8640,Unemployed
LNS13000000,2003,1,8520,Unemployed
LNS13000000,2003,2,8618,Unemployed
LNS13000000,2003,3,8588,Unemployed
LNS13000000,2003,4,8842,Unemployed
LNS13000000,2003,5,8957,Unemployed
